benchmark_id,label,source_id,split
ASB04_001929,1,SRC010,train
ASB04_001930,1,SRC001,test
ASB04_001931,1,SRC001,train
ASB04_001932,1,SRC009,test
ASB04_001933,1,SRC001,test
ASB04_001934,1,SRC009,train
ASB04_001935,1,SRC010,train
ASB04_001936,1,SRC001,train
ASB04_001937,1,SRC001,test
ASB04_001938,1,SRC001,train
ASB04_001939,1,SRC001,validation
ASB04_001940,1,SRC009,validation
ASB04_001941,1,SRC010,train
ASB04_001942,1,SRC010,train
ASB04_001943,1,SRC001,train
ASB04_001944,1,SRC001,validation
ASB04_001945,1,SRC013,train
ASB04_001946,1,SRC001,train
ASB04_001947,1,SRC001,test
ASB04_001948,1,SRC010,train
ASB04_001949,1,SRC001,validation
ASB04_001950,1,SRC001,train
ASB04_001951,1,SRC009,test
ASB04_001952,1,SRC001,train
ASB04_001953,1,SRC010,train
ASB04_001954,1,SRC009,test
ASB04_001955,1,SRC001,train
ASB04_001956,1,SRC010,train
ASB04_001957,1,SRC001,train
ASB04_001958,1,SRC001,train
ASB04_001959,1,SRC010,test
ASB04_001960,1,SRC010,train
ASB04_001961,1,SRC013,test
ASB04_001962,1,SRC009,train
ASB04_001963,1,SRC009,train
ASB04_001964,1,SRC010,train
ASB04_001965,1,SRC001,train
ASB04_001966,1,SRC001,train
ASB04_001967,1,SRC001,train
ASB04_001968,1,SRC001,validation
ASB04_001969,1,SRC001,validation
ASB04_001970,1,SRC001,train
ASB04_001971,1,SRC001,test
ASB04_001972,1,SRC001,train
ASB04_001973,1,SRC010,train
ASB04_001974,1,SRC009,train
ASB04_001975,1,SRC010,validation
ASB04_001976,1,SRC001,train
ASB04_001977,1,SRC001,train
ASB04_001978,1,SRC010,train
ASB04_001979,1,SRC001,train
ASB04_001980,1,SRC002,train
ASB04_001981,1,SRC012,train
ASB04_001982,1,SRC001,train
ASB04_001983,1,SRC001,train
ASB04_001984,1,SRC010,train
ASB04_001985,1,SRC001,train
ASB04_001986,1,SRC001,test
ASB04_001987,1,SRC010,test
ASB04_001988,1,SRC010,test
ASB04_001989,1,SRC001,test
ASB04_001990,1,SRC010,train
ASB04_001991,1,SRC010,train
ASB04_001992,1,SRC001,validation
ASB04_001993,1,SRC001,train
ASB04_001994,1,SRC010,train
ASB04_001995,1,SRC010,test
ASB04_001996,1,SRC001,train
ASB04_001997,1,SRC010,test
ASB04_001998,1,SRC001,train
ASB04_001999,1,SRC001,test
ASB04_002000,1,SRC001,test
ASB04_002001,1,SRC010,train
ASB04_002002,1,SRC001,test
ASB04_002003,1,SRC001,train
ASB04_002004,1,SRC001,test
ASB04_002005,1,SRC001,train
ASB04_002006,1,SRC001,test
ASB04_002007,1,SRC001,train
ASB04_002008,1,SRC009,test
ASB04_002009,1,SRC001,train
ASB04_002010,1,SRC002,validation
ASB04_002011,1,SRC004,validation
ASB04_002012,1,SRC001,validation
ASB04_002013,1,SRC001,train
ASB04_002014,1,SRC010,train
ASB04_002015,1,SRC001,validation
ASB04_002016,1,SRC010,validation
ASB04_002017,1,SRC001,validation
ASB04_002018,1,SRC009,train
ASB04_002019,1,SRC010,train
ASB04_002020,1,SRC001,test
ASB04_002021,1,SRC009,train
ASB04_002022,1,SRC010,validation
ASB04_002023,1,SRC010,train
ASB04_002024,1,SRC001,validation
ASB04_002025,1,SRC010,train
ASB04_002026,1,SRC010,train
ASB04_002027,1,SRC010,train
ASB04_002028,1,SRC001,train
ASB04_002029,1,SRC001,train
ASB04_002030,1,SRC009,train
ASB04_002031,1,SRC010,train
ASB04_002032,1,SRC010,train
ASB04_002033,1,SRC012,train
ASB04_002034,1,SRC009,train
ASB04_002035,1,SRC006,train
ASB04_002036,1,SRC001,train
ASB04_002037,1,SRC013,train
ASB04_002038,1,SRC005,validation
ASB04_002039,1,SRC001,test
ASB04_002040,1,SRC010,train
ASB04_002041,1,SRC009,train
ASB04_002042,1,SRC001,validation
ASB04_002043,1,SRC001,train
ASB04_002044,1,SRC001,train
ASB04_002045,1,SRC001,test
ASB04_002046,1,SRC010,train
ASB04_002047,1,SRC001,test
ASB04_002048,1,SRC001,train
ASB04_002049,1,SRC011,train
ASB04_002050,1,SRC001,train
ASB04_002051,1,SRC001,train
ASB04_002052,1,SRC010,train
ASB04_002053,1,SRC001,validation
ASB04_002054,1,SRC010,train
ASB04_002055,1,SRC012,train
ASB04_002056,1,SRC010,train
ASB04_002057,1,SRC001,train
ASB04_002058,1,SRC001,train
ASB04_002059,1,SRC001,train
ASB04_002060,1,SRC001,train
ASB04_002061,1,SRC010,train
ASB04_002062,1,SRC009,train
ASB04_002063,1,SRC010,train
ASB04_002064,1,SRC001,train
ASB04_002065,1,SRC001,test
ASB04_002066,1,SRC009,train
ASB04_002067,1,SRC001,validation
ASB04_002068,1,SRC002,train
ASB04_002069,1,SRC001,train
ASB04_002070,1,SRC001,train
ASB04_002071,1,SRC001,test
ASB04_002072,1,SRC010,train
ASB04_002073,1,SRC001,train
ASB04_002074,1,SRC001,test
ASB04_002075,1,SRC010,train
ASB04_002076,1,SRC004,train
ASB04_002077,1,SRC001,train
ASB04_002078,1,SRC009,train
ASB04_002079,1,SRC010,validation
ASB04_002080,1,SRC001,test
ASB04_002081,1,SRC010,train
ASB04_002082,1,SRC010,train
ASB04_002083,1,SRC001,train
ASB04_002084,1,SRC013,train
ASB04_002085,1,SRC009,train
ASB04_002086,1,SRC010,test
ASB04_002087,1,SRC001,train
ASB04_002088,1,SRC010,train
ASB04_002089,1,SRC001,train
ASB04_002090,1,SRC013,train
ASB04_002091,1,SRC001,validation
ASB04_002092,1,SRC001,train
ASB04_002093,1,SRC001,validation
ASB04_002094,1,SRC010,train
ASB04_002095,1,SRC010,train
ASB04_002096,1,SRC009,train
ASB04_002097,1,SRC010,validation
ASB04_002098,1,SRC010,validation
ASB04_002099,1,SRC001,train
ASB04_002100,1,SRC010,train
ASB04_002101,1,SRC010,test
ASB04_002102,1,SRC001,test
ASB04_002103,1,SRC010,test
ASB04_002104,1,SRC010,train
ASB04_002105,1,SRC010,train
ASB04_002106,1,SRC001,validation
ASB04_002107,1,SRC009,train
ASB04_002108,1,SRC012,train
ASB04_002109,1,SRC010,train
ASB04_002110,1,SRC010,train
ASB04_002111,1,SRC010,train
ASB04_002112,1,SRC001,train
ASB04_002113,1,SRC001,train
ASB04_002114,1,SRC010,validation
ASB04_002115,1,SRC001,train
ASB04_002116,1,SRC001,train
ASB04_002117,1,SRC001,train
ASB04_002118,1,SRC002,train
ASB04_002119,1,SRC010,train
ASB04_002120,1,SRC010,train
ASB04_002121,1,SRC001,test
ASB04_002122,1,SRC010,train
ASB04_002123,1,SRC001,train
ASB04_002124,1,SRC009,train
ASB04_002125,1,SRC010,train
ASB04_002126,1,SRC009,test
ASB04_002127,1,SRC010,train
ASB04_002128,1,SRC010,train
ASB04_002129,1,SRC001,train
ASB04_002130,1,SRC001,train
ASB04_002131,1,SRC001,validation
ASB04_002132,1,SRC010,train
ASB04_002133,1,SRC001,train
ASB04_002134,1,SRC010,train
ASB04_002135,1,SRC010,train
ASB04_002136,1,SRC013,train
ASB04_002137,1,SRC010,train
ASB04_002138,1,SRC001,train
ASB04_002139,1,SRC001,train
ASB04_002140,1,SRC001,test
ASB04_002141,1,SRC001,test
ASB04_002142,1,SRC001,train
ASB04_002143,1,SRC010,train
ASB04_002144,1,SRC009,train
ASB04_002145,1,SRC009,train
ASB04_002146,1,SRC010,train
ASB04_002147,1,SRC001,train
ASB04_002148,1,SRC010,train
ASB04_002149,1,SRC001,test
ASB04_002150,1,SRC010,train
ASB04_002151,1,SRC010,train
ASB04_002152,1,SRC001,test
ASB04_002153,1,SRC001,train
ASB04_002154,1,SRC009,train
ASB04_002155,1,SRC009,train
ASB04_002156,1,SRC001,train
ASB04_002157,1,SRC010,test
ASB04_002158,1,SRC010,train
ASB04_002159,1,SRC001,test
ASB04_002160,1,SRC001,validation
ASB04_002161,1,SRC010,test
ASB04_002162,1,SRC010,validation
ASB04_002163,1,SRC001,train
ASB04_002164,1,SRC010,train
ASB04_002165,1,SRC010,train
ASB04_002166,1,SRC001,train
ASB04_002167,1,SRC011,train
ASB04_002168,1,SRC013,train
ASB04_002169,1,SRC001,train
ASB04_002170,1,SRC010,test
ASB04_002171,1,SRC001,train
ASB04_002172,1,SRC001,test
ASB04_002173,1,SRC010,validation
ASB04_002174,1,SRC001,train
ASB04_002175,1,SRC013,test
ASB04_002176,1,SRC001,train
ASB04_002177,1,SRC010,test
ASB04_002178,1,SRC010,train
ASB04_002179,1,SRC004,train
ASB04_002180,1,SRC010,validation
ASB04_002181,1,SRC001,train
ASB04_002182,1,SRC001,train
ASB04_002183,1,SRC001,train
ASB04_002184,1,SRC001,train
ASB04_002185,1,SRC001,train
ASB04_002186,1,SRC001,train
ASB04_002187,1,SRC010,test
ASB04_002188,1,SRC010,train
ASB04_002189,1,SRC001,test
ASB04_002190,1,SRC010,train
ASB04_002191,1,SRC001,validation
ASB04_002192,1,SRC001,train
ASB04_002193,1,SRC001,train
ASB04_002194,1,SRC010,train
ASB04_002195,1,SRC010,test
ASB04_002196,1,SRC012,train
ASB04_002197,1,SRC010,test
ASB04_002198,1,SRC010,train
ASB04_002199,1,SRC001,train
ASB04_002200,1,SRC001,train
ASB04_002201,1,SRC001,train
ASB04_002202,1,SRC006,train
ASB04_002203,1,SRC001,train
ASB04_002204,1,SRC009,train
ASB04_002205,1,SRC009,test
ASB04_002206,1,SRC009,train
ASB04_002207,1,SRC001,train
ASB04_002208,1,SRC010,test
ASB04_002209,1,SRC001,train
ASB04_002210,1,SRC010,train
ASB04_002211,1,SRC009,train
ASB04_002212,1,SRC010,validation
ASB04_002213,1,SRC010,train
ASB04_002214,1,SRC001,train
ASB04_002215,1,SRC001,train
ASB04_002216,1,SRC001,train
ASB04_002217,1,SRC001,test
ASB04_002218,1,SRC001,test
ASB04_002219,1,SRC005,test
ASB04_002220,1,SRC009,train
ASB04_002221,1,SRC001,test
ASB04_002222,1,SRC010,train
ASB04_002223,1,SRC013,test
ASB04_002224,1,SRC010,train
ASB04_002225,1,SRC010,test
ASB04_002226,1,SRC010,train
ASB04_002227,1,SRC001,train
ASB04_002228,1,SRC009,train
ASB04_002229,1,SRC010,train
ASB04_002230,1,SRC001,train
ASB04_002231,1,SRC009,validation
ASB04_002232,1,SRC001,train
ASB04_002233,1,SRC009,train
ASB04_002234,1,SRC001,train
ASB04_002235,1,SRC009,train
ASB04_002236,1,SRC010,validation
ASB04_002237,1,SRC010,train
ASB04_002238,1,SRC009,train
ASB04_002239,1,SRC001,validation
ASB04_002240,1,SRC010,train
ASB04_002241,1,SRC013,validation
ASB04_002242,1,SRC010,test
ASB04_002243,1,SRC012,validation
ASB04_002244,1,SRC001,validation
ASB04_002245,1,SRC001,train
ASB04_002246,1,SRC010,train
ASB04_002247,1,SRC001,train
ASB04_002248,1,SRC001,test
ASB04_002249,1,SRC010,train
ASB04_002250,1,SRC010,train
ASB04_002251,1,SRC001,train
ASB04_002252,1,SRC010,train
ASB04_002253,1,SRC001,train
ASB04_002254,1,SRC010,train
ASB04_002255,1,SRC010,train
ASB04_002256,1,SRC013,train
ASB04_002257,1,SRC010,test
ASB04_002258,1,SRC010,test
ASB04_002259,1,SRC001,train
ASB04_002260,1,SRC001,train
ASB04_002261,1,SRC010,train
ASB04_002262,1,SRC001,validation
ASB04_002263,1,SRC010,train
ASB04_002264,1,SRC001,train
ASB04_002265,1,SRC001,train
ASB04_002266,1,SRC006,train
ASB04_002267,1,SRC001,train
ASB04_002268,1,SRC010,test
ASB04_002269,1,SRC001,train
ASB04_002270,1,SRC010,test
ASB04_002271,1,SRC001,train
ASB04_002272,1,SRC001,train
ASB04_002273,1,SRC010,train
ASB04_002274,1,SRC001,train
ASB04_002275,1,SRC010,validation
ASB04_002276,1,SRC001,train
ASB04_002277,1,SRC001,train
ASB04_002278,1,SRC001,validation
ASB04_002279,1,SRC001,train
ASB04_002280,1,SRC001,test
ASB04_002281,1,SRC001,train
ASB04_002282,1,SRC013,test
ASB04_002283,1,SRC010,test
ASB04_002284,1,SRC010,train
ASB04_002285,1,SRC001,train
ASB04_002286,1,SRC001,test
ASB04_002287,1,SRC001,train
ASB04_002288,1,SRC001,train
ASB04_002289,1,SRC010,train
ASB04_002290,1,SRC010,train
ASB04_002291,1,SRC009,validation
ASB04_002292,1,SRC009,train
ASB04_002293,1,SRC001,test
ASB04_002294,1,SRC001,test
ASB04_002295,1,SRC010,train
ASB04_002296,1,SRC001,test
ASB04_002297,1,SRC001,train
ASB04_002298,1,SRC001,test
ASB04_002299,1,SRC001,train
ASB04_002300,1,SRC010,train
ASB04_002301,1,SRC001,train
ASB04_002302,1,SRC001,train
ASB04_002303,1,SRC001,train
ASB04_002304,1,SRC010,train
ASB04_002305,1,SRC010,train
ASB04_002306,1,SRC010,train
ASB04_002307,1,SRC001,train
ASB04_002308,1,SRC001,test
ASB04_002309,1,SRC001,train
ASB04_002310,1,SRC009,validation
ASB04_002311,1,SRC009,train
ASB04_002312,1,SRC010,test
ASB04_002313,1,SRC009,train
ASB04_002314,1,SRC001,train
ASB04_002315,1,SRC001,train
ASB04_002316,1,SRC009,validation
ASB04_002317,1,SRC001,train
ASB04_002318,1,SRC010,train
ASB04_002319,1,SRC009,train
ASB04_002320,1,SRC010,train
ASB04_002321,1,SRC010,test
ASB04_002322,1,SRC009,train
ASB04_002323,1,SRC012,train
ASB04_002324,1,SRC009,train
ASB04_002325,1,SRC009,validation
ASB04_002326,1,SRC001,test
ASB04_002327,1,SRC010,validation
ASB04_002328,1,SRC001,train
ASB04_002329,1,SRC001,train
ASB04_002330,1,SRC009,test
ASB04_002331,1,SRC009,train
ASB04_002332,1,SRC009,test
ASB04_002333,1,SRC001,train
ASB04_002334,1,SRC010,train
ASB04_002335,1,SRC001,test
ASB04_002336,1,SRC001,train
ASB04_002337,1,SRC001,validation
ASB04_002338,1,SRC001,train
ASB04_002339,1,SRC001,train
ASB04_002340,1,SRC010,train
ASB04_002341,1,SRC002,train
ASB04_002342,1,SRC009,validation
ASB04_002343,1,SRC009,validation
ASB04_002344,1,SRC010,train
ASB04_002345,1,SRC009,train
ASB04_002346,1,SRC010,train
ASB04_002347,1,SRC001,train
ASB04_002348,1,SRC010,train
ASB04_002349,1,SRC001,train
ASB04_002350,1,SRC010,test
ASB04_002351,1,SRC001,train
ASB04_002352,1,SRC001,train
ASB04_002353,1,SRC001,test
ASB04_002354,1,SRC001,train
ASB04_002355,1,SRC010,train
ASB04_002356,1,SRC009,validation
ASB04_002357,1,SRC001,train
ASB04_002358,1,SRC010,train
ASB04_002359,1,SRC009,train
ASB04_002360,1,SRC010,train
ASB04_002361,1,SRC001,train
ASB04_002362,1,SRC010,test
ASB04_002363,1,SRC001,train
ASB04_002364,1,SRC010,train
ASB04_002365,1,SRC001,train
ASB04_002366,1,SRC010,train
ASB04_002367,1,SRC013,train
ASB04_002368,1,SRC001,validation
ASB04_002369,1,SRC001,validation
ASB04_002370,1,SRC001,test
ASB04_002371,1,SRC001,train
ASB04_002372,1,SRC010,train
ASB04_002373,1,SRC010,train
ASB04_002374,1,SRC001,train
ASB04_002375,1,SRC010,train
ASB04_002376,1,SRC001,train
ASB04_002377,1,SRC001,test
ASB04_002378,1,SRC001,train
ASB04_002379,1,SRC001,test
ASB04_002380,1,SRC001,test
ASB04_002381,1,SRC009,test
ASB04_002382,1,SRC001,test
ASB04_002383,1,SRC009,train
ASB04_002384,1,SRC001,train
ASB04_002385,1,SRC005,test
ASB04_002386,1,SRC009,validation
ASB04_002387,1,SRC010,test
ASB04_002388,1,SRC001,train
ASB04_002389,1,SRC009,train
ASB04_002390,1,SRC010,train
ASB04_002391,1,SRC009,test
ASB04_002392,1,SRC010,train
ASB04_002393,1,SRC001,train
ASB04_002394,1,SRC010,train
ASB04_002395,1,SRC010,validation
ASB04_002396,1,SRC001,test
ASB04_002397,1,SRC009,train
ASB04_002398,1,SRC010,train
ASB04_002399,1,SRC010,train
ASB04_002400,1,SRC010,train
ASB04_002401,1,SRC001,test
ASB04_002402,1,SRC001,validation
ASB04_002403,1,SRC001,train
ASB04_002404,1,SRC001,test
ASB04_002405,1,SRC001,train
ASB04_002406,1,SRC010,train
ASB04_002407,1,SRC001,train
ASB04_002408,1,SRC001,train
ASB04_002409,1,SRC001,test
ASB04_002410,1,SRC001,validation
ASB04_002411,1,SRC009,train
ASB04_002412,1,SRC009,train
ASB04_002413,1,SRC010,train
ASB04_002414,1,SRC010,train
ASB04_002415,1,SRC010,train
ASB04_002416,1,SRC010,train
ASB04_002417,1,SRC001,validation
ASB04_002418,1,SRC001,train
ASB04_002419,1,SRC009,train
ASB04_002420,1,SRC010,train
ASB04_002421,1,SRC010,train
ASB04_002422,1,SRC010,test
ASB04_002423,1,SRC001,test
ASB04_002424,1,SRC009,train
ASB04_002425,1,SRC001,train
ASB04_002426,1,SRC010,train
ASB04_002427,1,SRC001,test
ASB04_002428,1,SRC010,train
ASB04_002429,1,SRC010,validation
ASB04_002430,1,SRC001,validation
ASB04_002431,1,SRC009,train
ASB04_002432,1,SRC010,train
ASB04_002433,1,SRC010,train
ASB04_002434,1,SRC001,train
ASB04_002435,1,SRC001,train
ASB04_002436,1,SRC010,train
ASB04_002437,1,SRC009,train
ASB04_002438,1,SRC001,test
ASB04_002439,1,SRC010,train
ASB04_002440,1,SRC013,train
ASB04_002441,1,SRC001,train
ASB04_002442,1,SRC001,train
ASB04_002443,1,SRC013,test
ASB04_002444,1,SRC001,train
ASB04_002445,1,SRC010,validation
ASB04_002446,1,SRC001,train
ASB04_002447,1,SRC001,train
ASB04_002448,1,SRC001,train
ASB04_002449,1,SRC009,test
ASB04_002450,1,SRC001,train
ASB04_002451,1,SRC010,validation
ASB04_002452,1,SRC010,test
ASB04_002453,1,SRC010,test
ASB04_002454,1,SRC009,train
ASB04_002455,1,SRC001,test
ASB04_002456,1,SRC001,train
ASB04_002457,1,SRC001,train
ASB04_002458,1,SRC001,train
ASB04_002459,1,SRC006,train
ASB04_002460,1,SRC010,validation
ASB04_002461,1,SRC010,validation
ASB04_002462,1,SRC010,validation
ASB04_002463,1,SRC010,train
ASB04_002464,1,SRC001,train
ASB04_002465,1,SRC001,train
ASB04_002466,1,SRC010,train
ASB04_002467,1,SRC001,validation
ASB04_002468,1,SRC010,train
ASB04_002469,1,SRC009,validation
ASB04_002470,1,SRC001,test
ASB04_002471,1,SRC001,train
ASB04_002472,1,SRC010,train
ASB04_002473,1,SRC001,test
ASB04_002474,1,SRC010,train
ASB04_002475,1,SRC001,train
ASB04_002476,1,SRC001,test
ASB04_002477,1,SRC010,train
ASB04_002478,1,SRC001,train
ASB04_002479,1,SRC001,train
ASB04_002480,1,SRC010,test
ASB04_002481,1,SRC001,validation
ASB04_002482,1,SRC001,train
ASB04_002483,1,SRC001,train
ASB04_002484,1,SRC009,train
ASB04_002485,1,SRC002,train
ASB04_002486,1,SRC010,train
ASB04_002487,1,SRC010,train
ASB04_002488,1,SRC001,train
ASB04_002489,1,SRC009,train
ASB04_002490,1,SRC001,test
ASB04_002491,1,SRC001,test
ASB04_002492,1,SRC001,train
ASB04_002493,1,SRC001,train
ASB04_002494,1,SRC001,test
ASB04_002495,1,SRC010,test
ASB04_002496,1,SRC010,train
ASB04_002497,1,SRC010,test
ASB04_002498,1,SRC006,test
ASB04_002499,1,SRC009,train
ASB04_002500,1,SRC010,train
ASB04_002501,1,SRC010,validation
ASB04_002502,1,SRC010,validation
ASB04_002503,1,SRC001,train
ASB04_002504,1,SRC010,test
ASB04_002505,1,SRC001,test
ASB04_002506,1,SRC009,train
ASB04_002507,1,SRC001,train
ASB04_002508,1,SRC013,validation
ASB04_002509,1,SRC001,train
ASB04_002510,1,SRC010,train
ASB04_002511,1,SRC001,train
ASB04_002512,1,SRC001,train
ASB04_002513,1,SRC010,validation
ASB04_002514,1,SRC006,train
ASB04_002515,1,SRC010,train
ASB04_002516,1,SRC001,train
ASB04_002517,1,SRC010,train
ASB04_002518,1,SRC002,train
ASB04_002519,1,SRC001,train
ASB04_002520,1,SRC001,train
ASB04_002521,1,SRC001,validation
ASB04_002522,1,SRC001,train
ASB04_002523,1,SRC010,train
ASB04_002524,1,SRC010,train
ASB04_002525,1,SRC009,test
ASB04_002526,1,SRC001,test
ASB04_002527,1,SRC001,train
ASB04_002528,1,SRC001,validation
ASB04_002529,1,SRC001,validation
ASB04_002530,1,SRC001,validation
ASB04_002531,1,SRC001,test
ASB04_002532,1,SRC010,train
ASB04_002533,1,SRC001,train
ASB04_002534,1,SRC001,train
ASB04_002535,1,SRC010,train
ASB04_002536,1,SRC001,test
ASB04_002537,1,SRC010,test
ASB04_002538,1,SRC002,train
ASB04_002539,1,SRC001,train
ASB04_002540,1,SRC001,test
ASB04_002541,1,SRC010,train
ASB04_002542,1,SRC001,train
ASB04_002543,1,SRC010,train
ASB04_002544,1,SRC001,train
ASB04_002545,1,SRC006,validation
ASB04_002546,1,SRC001,train
ASB04_002547,1,SRC009,test
ASB04_002548,1,SRC001,test
ASB04_002549,1,SRC001,train
ASB04_002550,1,SRC009,train
ASB04_002551,1,SRC010,train
ASB04_002552,1,SRC001,validation
ASB04_002553,1,SRC001,test
ASB04_002554,1,SRC006,train
ASB04_002555,1,SRC010,train
ASB04_002556,1,SRC013,validation
ASB04_002557,1,SRC001,test
ASB04_002558,1,SRC001,test
ASB04_002559,1,SRC010,test
ASB04_002560,1,SRC001,train
ASB04_002561,1,SRC001,train
ASB04_002562,1,SRC009,train
ASB04_002563,1,SRC002,validation
ASB04_002564,1,SRC001,validation
ASB04_002565,1,SRC001,test
ASB04_002566,1,SRC001,train
ASB04_002567,1,SRC010,test
ASB04_002568,1,SRC010,validation
ASB04_002569,1,SRC010,train
ASB04_002570,1,SRC001,train
ASB04_002571,1,SRC011,train
ASB04_002572,1,SRC009,train
ASB04_002573,1,SRC001,train
ASB04_002574,1,SRC001,train
ASB04_002575,1,SRC001,train
ASB04_002576,1,SRC010,train
ASB04_002577,1,SRC009,train
ASB04_002578,1,SRC010,train
ASB04_002579,1,SRC001,train
ASB04_002580,1,SRC002,train
ASB04_002581,1,SRC001,train
ASB04_002582,1,SRC002,test
ASB04_002583,1,SRC001,train
ASB04_002584,1,SRC010,test
ASB04_002585,1,SRC010,train
ASB04_002586,1,SRC009,train
ASB04_002587,1,SRC001,train
ASB04_002588,1,SRC001,test
ASB04_002589,1,SRC010,train
ASB04_002590,1,SRC001,train
ASB04_002591,1,SRC001,train
ASB04_002592,1,SRC001,test
ASB04_002593,1,SRC009,train
ASB04_002594,1,SRC010,validation
ASB04_002595,1,SRC009,train
ASB04_002596,1,SRC001,train
ASB04_002597,1,SRC001,train
ASB04_002598,1,SRC001,test
ASB04_002599,1,SRC010,train
ASB04_002600,1,SRC006,train
ASB04_002601,1,SRC001,train
ASB04_002602,1,SRC010,validation
ASB04_002603,1,SRC013,train
ASB04_002604,1,SRC010,train
ASB04_002605,1,SRC009,train
ASB04_002606,1,SRC010,train
ASB04_002607,1,SRC001,validation
ASB04_002608,1,SRC009,train
ASB04_002609,1,SRC010,test
ASB04_002610,1,SRC010,train
ASB04_002611,1,SRC005,test
ASB04_002612,1,SRC001,train
ASB04_002613,1,SRC010,train
ASB04_002614,1,SRC013,validation
ASB04_002615,1,SRC002,train
ASB04_002616,1,SRC010,train
ASB04_002617,1,SRC001,test
ASB04_002618,1,SRC010,train
ASB04_002619,1,SRC009,train
ASB04_002620,1,SRC010,train
ASB04_002621,1,SRC010,train
ASB04_002622,1,SRC001,train
ASB04_002623,1,SRC001,train
ASB04_002624,1,SRC010,train
ASB04_002625,1,SRC010,test
ASB04_002626,1,SRC010,train
ASB04_002627,1,SRC010,train
ASB04_002628,1,SRC009,train
ASB04_002629,1,SRC010,train
ASB04_002630,1,SRC001,train
ASB04_002631,1,SRC002,test
ASB04_002632,1,SRC001,train
ASB04_002633,1,SRC010,train
ASB04_002634,1,SRC010,train
ASB04_002635,1,SRC001,validation
ASB04_002636,1,SRC001,test
ASB04_002637,1,SRC010,train
ASB04_002638,1,SRC001,train
ASB04_002639,1,SRC001,train
ASB04_002640,1,SRC009,train
ASB04_002641,1,SRC001,train
ASB04_002642,1,SRC001,train
ASB04_002643,1,SRC006,train
ASB04_002644,1,SRC001,test
ASB04_002645,1,SRC010,train
ASB04_002646,1,SRC001,test
ASB04_002647,1,SRC002,train
ASB04_002648,1,SRC012,train
ASB04_002649,1,SRC001,train
ASB04_002650,1,SRC010,test
ASB04_002651,1,SRC010,train
ASB04_002652,1,SRC010,train
ASB04_002653,1,SRC001,validation
ASB04_002654,1,SRC001,train
ASB04_002655,1,SRC013,train
ASB04_002656,1,SRC010,test
ASB04_002657,1,SRC001,train
ASB04_002658,1,SRC010,validation
ASB04_002659,1,SRC010,test
ASB04_002660,1,SRC001,test
ASB04_002661,1,SRC001,test
ASB04_002662,1,SRC013,test
ASB04_002663,1,SRC001,train
ASB04_002664,1,SRC010,train
ASB04_002665,1,SRC001,train
ASB04_002666,1,SRC010,test
ASB04_002667,1,SRC010,train
ASB04_002668,1,SRC001,test
ASB04_002669,1,SRC010,test
ASB04_002670,1,SRC010,train
ASB04_002671,1,SRC010,train
ASB04_002672,1,SRC001,validation
ASB04_002673,1,SRC001,test
ASB04_002674,1,SRC001,train
ASB04_002675,1,SRC010,train
ASB04_002676,1,SRC001,validation
ASB04_002677,1,SRC001,train
ASB04_002678,1,SRC013,train
ASB04_002679,1,SRC001,train
ASB04_002680,1,SRC009,train
ASB04_002681,1,SRC001,train
ASB04_002682,1,SRC001,train
ASB04_002683,1,SRC009,train
ASB04_002684,1,SRC002,train
ASB04_002685,1,SRC001,train
ASB04_002686,1,SRC001,train
ASB04_002687,1,SRC009,validation
ASB04_002688,1,SRC013,train
ASB04_002689,1,SRC010,train
ASB04_002690,1,SRC001,train
ASB04_002691,1,SRC012,train
ASB04_002692,1,SRC010,train
ASB04_002693,1,SRC001,train
ASB04_002694,1,SRC010,train
ASB04_002695,1,SRC010,test
ASB04_002696,1,SRC001,train
ASB04_002697,1,SRC001,test
ASB04_002698,1,SRC001,train
ASB04_002699,1,SRC001,train
ASB04_002700,1,SRC001,train
ASB04_002701,1,SRC001,train
ASB04_002702,1,SRC001,train
ASB04_002703,1,SRC005,validation
ASB04_002704,1,SRC010,train
ASB04_002705,1,SRC001,train
ASB04_002706,1,SRC010,train
ASB04_002707,1,SRC001,train
ASB04_002708,1,SRC001,train
ASB04_002709,1,SRC001,test
ASB04_002710,1,SRC010,train
ASB04_002711,1,SRC012,test
ASB04_002712,1,SRC009,test
ASB04_002713,1,SRC001,train
ASB04_002714,1,SRC010,train
ASB04_002715,1,SRC001,validation
ASB04_002716,1,SRC010,train
ASB04_002717,1,SRC010,train
ASB04_002718,1,SRC010,train
ASB04_002719,1,SRC009,train
ASB04_002720,1,SRC001,test
ASB04_002721,1,SRC010,train
ASB04_002722,1,SRC010,test
ASB04_002723,1,SRC001,train
ASB04_002724,1,SRC010,validation
ASB04_002725,1,SRC010,train
ASB04_002726,1,SRC010,test
ASB04_002727,1,SRC001,train
ASB04_002728,1,SRC001,validation
ASB04_002729,1,SRC010,train
ASB04_002730,1,SRC010,train
ASB04_002731,1,SRC001,train
ASB04_002732,1,SRC001,train
ASB04_002733,1,SRC001,train
ASB04_002734,1,SRC009,train
ASB04_002735,1,SRC001,train
ASB04_002736,1,SRC010,train
ASB04_002737,1,SRC010,train
ASB04_002738,1,SRC010,train
ASB04_002739,1,SRC010,train
ASB04_002740,1,SRC001,train
ASB04_002741,1,SRC010,train
ASB04_002742,1,SRC010,train
ASB04_002743,1,SRC001,train
ASB04_002744,1,SRC001,test
