structural_family_id,member_count,malicious_count,benign_count,source_count
FAMILY_0821,1,1,0,1
FAMILY_0822,1,1,0,1
FAMILY_0823,1,1,0,1
FAMILY_0824,1,1,0,1
FAMILY_0825,1,1,0,1
FAMILY_0826,3,3,0,1
FAMILY_0827,1,1,0,1
FAMILY_0828,5,5,0,1
FAMILY_0829,1,1,0,1
FAMILY_0830,1,1,0,1
FAMILY_0831,1,1,0,1
FAMILY_0832,1,1,0,1
FAMILY_0833,1,1,0,1
FAMILY_0834,1,1,0,1
FAMILY_0835,1,1,0,1
FAMILY_0836,1,1,0,1
FAMILY_0837,1,1,0,1
FAMILY_0838,1,1,0,1
FAMILY_0839,1,1,0,1
FAMILY_0840,1,1,0,1
FAMILY_0841,2,2,0,1
FAMILY_0842,1,1,0,1
FAMILY_0843,1,1,0,1
FAMILY_0844,1,1,0,1
FAMILY_0845,1,1,0,1
FAMILY_0846,1,1,0,1
FAMILY_0847,1,1,0,1
FAMILY_0848,2,2,0,1
FAMILY_0849,1,1,0,1
FAMILY_0850,1,1,0,1
FAMILY_0851,1,1,0,1
FAMILY_0852,1,1,0,1
FAMILY_0853,4,4,0,2
FAMILY_0854,1,1,0,1
FAMILY_0855,1,1,0,1
FAMILY_0856,1,1,0,1
FAMILY_0857,1,1,0,1
FAMILY_0858,1,1,0,1
FAMILY_0859,3,3,0,1
FAMILY_0860,1,1,0,1
FAMILY_0861,1,1,0,1
FAMILY_0862,1,1,0,1
FAMILY_0863,1,1,0,1
FAMILY_0864,1,1,0,1
FAMILY_0865,1,1,0,1
FAMILY_0866,1,1,0,1
FAMILY_0867,1,1,0,1
FAMILY_0868,1,1,0,1
FAMILY_0869,1,1,0,1
FAMILY_0870,1,1,0,1
FAMILY_0871,1,1,0,1
FAMILY_0872,1,1,0,1
FAMILY_0873,1,1,0,1
FAMILY_0874,1,1,0,1
FAMILY_0875,2,2,0,1
FAMILY_0876,1,1,0,1
FAMILY_0877,1,1,0,1
FAMILY_0878,1,1,0,1
FAMILY_0879,1,1,0,1
FAMILY_0880,2,2,0,1
FAMILY_0881,1,1,0,1
FAMILY_0882,1,1,0,1
FAMILY_0883,1,1,0,1
FAMILY_0884,1,1,0,1
FAMILY_0885,2,2,0,1
FAMILY_0886,3,3,0,1
FAMILY_0887,1,1,0,1
FAMILY_0888,1,1,0,1
FAMILY_0889,1,1,0,1
FAMILY_0890,2,2,0,1
FAMILY_0891,1,1,0,1
FAMILY_0892,2,2,0,1
FAMILY_0893,1,1,0,1
FAMILY_0894,1,1,0,1
FAMILY_0895,1,1,0,1
FAMILY_0896,1,1,0,1
FAMILY_0897,1,1,0,1
FAMILY_0898,1,1,0,1
FAMILY_0899,1,1,0,1
FAMILY_0900,1,1,0,1
FAMILY_0901,2,2,0,1
FAMILY_0902,1,1,0,1
FAMILY_0903,1,1,0,1
FAMILY_0904,1,1,0,1
FAMILY_0905,1,1,0,1
FAMILY_0906,1,1,0,1
FAMILY_0907,1,1,0,1
FAMILY_0908,1,1,0,1
FAMILY_0909,1,1,0,1
FAMILY_0910,1,1,0,1
FAMILY_0911,1,1,0,1
FAMILY_0912,1,1,0,1
FAMILY_0913,1,1,0,1
FAMILY_0914,1,1,0,1
FAMILY_0915,1,1,0,1
FAMILY_0916,2,2,0,1
FAMILY_0917,2,2,0,1
FAMILY_0918,1,1,0,1
FAMILY_0919,2,2,0,1
FAMILY_0920,2,2,0,1
FAMILY_0921,1,1,0,1
FAMILY_0922,1,1,0,1
FAMILY_0923,1,1,0,1
FAMILY_0924,1,1,0,1
FAMILY_0925,1,1,0,1
FAMILY_0926,1,1,0,1
FAMILY_0927,1,1,0,1
FAMILY_0928,1,1,0,1
FAMILY_0929,1,1,0,1
FAMILY_0930,1,1,0,1
FAMILY_0931,1,1,0,1
FAMILY_0932,1,1,0,1
FAMILY_0933,1,1,0,1
FAMILY_0934,1,1,0,1
FAMILY_0935,1,1,0,1
FAMILY_0936,2,2,0,1
FAMILY_0937,1,1,0,1
FAMILY_0938,1,1,0,1
FAMILY_0939,1,1,0,1
FAMILY_0940,1,1,0,1
FAMILY_0941,1,1,0,1
FAMILY_0942,1,1,0,1
FAMILY_0943,3,3,0,1
FAMILY_0944,2,2,0,1
FAMILY_0945,1,1,0,1
FAMILY_0946,1,1,0,1
FAMILY_0947,1,1,0,1
FAMILY_0948,1,1,0,1
FAMILY_0949,1,1,0,1
FAMILY_0950,1,1,0,1
FAMILY_0951,1,1,0,1
FAMILY_0952,1,1,0,1
FAMILY_0953,1,1,0,1
FAMILY_0954,1,1,0,1
FAMILY_0955,1,1,0,1
FAMILY_0956,1,1,0,1
FAMILY_0957,1,1,0,1
FAMILY_0958,1,1,0,1
FAMILY_0959,1,1,0,1
FAMILY_0960,1,1,0,1
FAMILY_0961,1,1,0,1
FAMILY_0962,1,1,0,1
FAMILY_0963,1,1,0,1
FAMILY_0964,1,1,0,1
FAMILY_0965,1,1,0,1
FAMILY_0966,1,1,0,1
FAMILY_0967,1,1,0,1
FAMILY_0968,1,1,0,1
FAMILY_0969,1,1,0,1
FAMILY_0970,1,1,0,1
FAMILY_0971,1,1,0,1
FAMILY_0972,1,1,0,1
FAMILY_0973,1,1,0,1
FAMILY_0974,1,1,0,1
FAMILY_0975,1,1,0,1
FAMILY_0976,1,1,0,1
FAMILY_0977,1,1,0,1
FAMILY_0978,2,2,0,1
FAMILY_0979,1,1,0,1
FAMILY_0980,1,1,0,1
FAMILY_0981,2,2,0,1
FAMILY_0982,1,1,0,1
FAMILY_0983,1,1,0,1
FAMILY_0984,1,1,0,1
FAMILY_0985,1,1,0,1
FAMILY_0986,1,1,0,1
FAMILY_0987,1,1,0,1
FAMILY_0988,1,1,0,1
FAMILY_0989,1,1,0,1
FAMILY_0990,1,1,0,1
FAMILY_0991,2,2,0,1
FAMILY_0992,1,1,0,1
FAMILY_0993,1,1,0,1
FAMILY_0994,1,1,0,1
FAMILY_0995,1,1,0,1
FAMILY_0996,1,1,0,1
FAMILY_0997,1,1,0,1
FAMILY_0998,1,1,0,1
FAMILY_0999,1,1,0,1
FAMILY_1000,1,1,0,1
FAMILY_1001,1,1,0,1
FAMILY_1002,1,1,0,1
FAMILY_1003,1,1,0,1
FAMILY_1004,1,1,0,1
FAMILY_1005,1,1,0,1
FAMILY_1006,1,1,0,1
FAMILY_1007,1,1,0,1
FAMILY_1008,1,1,0,1
FAMILY_1009,1,1,0,1
FAMILY_1010,1,1,0,1
FAMILY_1011,1,1,0,1
FAMILY_1012,1,1,0,1
FAMILY_1013,1,1,0,1
FAMILY_1014,1,1,0,1
FAMILY_1015,1,1,0,1
FAMILY_1016,1,1,0,1
FAMILY_1017,1,1,0,1
FAMILY_1018,1,1,0,1
FAMILY_1019,1,1,0,1
FAMILY_1020,1,1,0,1
FAMILY_1021,1,1,0,1
FAMILY_1022,1,1,0,1
FAMILY_1023,1,1,0,1
FAMILY_1024,1,1,0,1
FAMILY_1025,1,1,0,1
FAMILY_1026,1,1,0,1
FAMILY_1027,1,1,0,1
FAMILY_1028,3,3,0,1
FAMILY_1029,2,2,0,1
FAMILY_1030,1,1,0,1
FAMILY_1031,1,1,0,1
FAMILY_1032,1,1,0,1
FAMILY_1033,1,1,0,1
FAMILY_1034,1,1,0,1
FAMILY_1035,1,1,0,1
FAMILY_1036,7,7,0,4
FAMILY_1037,1,1,0,1
FAMILY_1038,2,2,0,1
FAMILY_1039,3,3,0,1
FAMILY_1040,1,1,0,1
FAMILY_1041,2,2,0,1
FAMILY_1042,1,1,0,1
FAMILY_1043,1,1,0,1
FAMILY_1044,1,1,0,1
FAMILY_1045,1,1,0,1
FAMILY_1046,1,1,0,1
FAMILY_1047,1,1,0,1
FAMILY_1048,1,1,0,1
FAMILY_1049,2,2,0,1
FAMILY_1050,1,1,0,1
FAMILY_1051,1,1,0,1
FAMILY_1052,1,1,0,1
FAMILY_1053,4,4,0,1
FAMILY_1054,3,3,0,1
FAMILY_1055,1,1,0,1
FAMILY_1056,1,1,0,1
FAMILY_1057,1,1,0,1
FAMILY_1058,1,1,0,1
FAMILY_1059,1,1,0,1
FAMILY_1060,1,1,0,1
FAMILY_1061,1,1,0,1
FAMILY_1062,2,2,0,1
FAMILY_1063,1,1,0,1
FAMILY_1064,1,1,0,1
FAMILY_1065,1,1,0,1
FAMILY_1066,1,1,0,1
FAMILY_1067,1,1,0,1
FAMILY_1068,1,1,0,1
FAMILY_1069,1,1,0,1
FAMILY_1070,1,1,0,1
FAMILY_1071,1,1,0,1
FAMILY_1072,1,1,0,1
FAMILY_1073,1,1,0,1
FAMILY_1074,1,1,0,1
FAMILY_1075,1,1,0,1
FAMILY_1076,1,1,0,1
FAMILY_1077,1,1,0,1
FAMILY_1078,1,1,0,1
FAMILY_1079,1,1,0,1
FAMILY_1080,1,1,0,1
FAMILY_1081,1,1,0,1
FAMILY_1082,1,1,0,1
FAMILY_1083,1,1,0,1
FAMILY_1084,1,1,0,1
FAMILY_1085,1,1,0,1
FAMILY_1086,1,1,0,1
FAMILY_1087,1,1,0,1
FAMILY_1088,1,1,0,1
FAMILY_1089,1,1,0,1
FAMILY_1090,1,1,0,1
FAMILY_1091,1,1,0,1
FAMILY_1092,1,1,0,1
FAMILY_1093,1,1,0,1
FAMILY_1094,3,3,0,1
FAMILY_1095,1,1,0,1
FAMILY_1096,1,1,0,1
FAMILY_1097,1,1,0,1
FAMILY_1098,1,1,0,1
FAMILY_1099,1,1,0,1
FAMILY_1100,1,1,0,1
FAMILY_1101,1,1,0,1
FAMILY_1102,2,2,0,1
FAMILY_1103,1,1,0,1
FAMILY_1104,3,3,0,1
FAMILY_1105,1,1,0,1
FAMILY_1106,1,1,0,1
FAMILY_1107,1,1,0,1
FAMILY_1108,1,1,0,1
FAMILY_1109,1,1,0,1
FAMILY_1110,1,1,0,1
FAMILY_1111,1,1,0,1
FAMILY_1112,1,1,0,1
FAMILY_1113,2,2,0,1
FAMILY_1114,1,1,0,1
FAMILY_1115,1,1,0,1
FAMILY_1116,2,2,0,1
FAMILY_1117,1,1,0,1
FAMILY_1118,2,2,0,1
FAMILY_1119,1,1,0,1
FAMILY_1120,1,1,0,1
FAMILY_1121,1,1,0,1
FAMILY_1122,1,1,0,1
FAMILY_1123,1,1,0,1
FAMILY_1124,1,1,0,1
FAMILY_1125,1,1,0,1
FAMILY_1126,1,1,0,1
FAMILY_1127,1,1,0,1
FAMILY_1128,1,1,0,1
FAMILY_1129,1,1,0,1
FAMILY_1130,1,1,0,1
FAMILY_1131,1,1,0,1
FAMILY_1132,2,2,0,1
FAMILY_1133,1,1,0,1
FAMILY_1134,2,2,0,1
FAMILY_1135,2,2,0,1
FAMILY_1136,1,1,0,1
FAMILY_1137,1,1,0,1
FAMILY_1138,1,1,0,1
FAMILY_1139,1,1,0,1
FAMILY_1140,1,1,0,1
FAMILY_1141,1,1,0,1
FAMILY_1142,1,1,0,1
FAMILY_1143,1,1,0,1
FAMILY_1144,1,1,0,1
FAMILY_1145,1,1,0,1
FAMILY_1146,2,2,0,1
FAMILY_1147,1,1,0,1
FAMILY_1148,1,1,0,1
FAMILY_1149,1,1,0,1
FAMILY_1150,4,4,0,1
FAMILY_1151,1,1,0,1
FAMILY_1152,2,2,0,1
FAMILY_1153,1,1,0,1
FAMILY_1154,1,1,0,1
FAMILY_1155,1,1,0,1
FAMILY_1156,1,1,0,1
FAMILY_1157,1,1,0,1
FAMILY_1158,1,1,0,1
FAMILY_1159,1,1,0,1
FAMILY_1160,1,1,0,1
FAMILY_1161,1,1,0,1
FAMILY_1162,1,1,0,1
FAMILY_1163,1,1,0,1
FAMILY_1164,1,1,0,1
FAMILY_1165,1,1,0,1
FAMILY_1166,1,1,0,1
FAMILY_1167,1,1,0,1
FAMILY_1168,4,4,0,1
FAMILY_1169,1,1,0,1
FAMILY_1170,1,1,0,1
FAMILY_1171,1,1,0,1
FAMILY_1172,1,1,0,1
FAMILY_1173,1,1,0,1
FAMILY_1174,1,1,0,1
FAMILY_1175,1,1,0,1
FAMILY_1176,1,1,0,1
FAMILY_1177,1,1,0,1
FAMILY_1178,1,1,0,1
FAMILY_1179,1,1,0,1
FAMILY_1180,1,1,0,1
FAMILY_1181,1,1,0,1
FAMILY_1182,1,1,0,1
FAMILY_1183,1,1,0,1
FAMILY_1184,1,1,0,1
FAMILY_1185,1,1,0,1
FAMILY_1186,1,1,0,1
FAMILY_1187,1,1,0,1
FAMILY_1188,1,1,0,1
FAMILY_1189,1,1,0,1
FAMILY_1190,2,2,0,1
FAMILY_1191,2,2,0,1
FAMILY_1192,3,3,0,1
FAMILY_1193,1,1,0,1
FAMILY_1194,2,2,0,1
FAMILY_1195,1,1,0,2
FAMILY_1196,1,1,0,1
FAMILY_1197,1,1,0,1
FAMILY_1198,2,2,0,1
FAMILY_1199,1,1,0,1
FAMILY_1200,1,1,0,1
FAMILY_1201,2,2,0,1
FAMILY_1202,1,1,0,1
FAMILY_1203,1,1,0,1
FAMILY_1204,1,1,0,1
FAMILY_1205,2,2,0,1
FAMILY_1206,1,1,0,1
FAMILY_1207,1,1,0,1
FAMILY_1208,1,1,0,1
FAMILY_1209,1,1,0,2
FAMILY_1210,2,2,0,1
FAMILY_1211,2,2,0,1
FAMILY_1212,2,2,0,1
FAMILY_1213,2,2,0,1
FAMILY_1214,1,1,0,1
FAMILY_1215,1,1,0,1
FAMILY_1216,1,1,0,1
FAMILY_1217,1,1,0,1
FAMILY_1218,1,1,0,1
FAMILY_1219,1,1,0,1
FAMILY_1220,2,2,0,1
FAMILY_1221,2,2,0,1
FAMILY_1222,1,1,0,1
FAMILY_1223,1,1,0,1
FAMILY_1224,1,1,0,1
FAMILY_1225,1,1,0,1
FAMILY_1226,1,1,0,1
FAMILY_1227,3,3,0,1
FAMILY_1228,1,1,0,1
FAMILY_1229,3,3,0,1
FAMILY_1230,1,1,0,1
FAMILY_1231,1,1,0,1
FAMILY_1232,1,1,0,1
FAMILY_1233,1,1,0,1
FAMILY_1234,1,1,0,1
FAMILY_1235,1,1,0,1
FAMILY_1236,1,1,0,1
FAMILY_1237,1,1,0,1
FAMILY_1238,1,1,0,1
FAMILY_1239,2,2,0,1
FAMILY_1240,1,1,0,1
FAMILY_1241,1,1,0,1
FAMILY_1242,1,1,0,1
FAMILY_1243,1,1,0,1
FAMILY_1244,1,1,0,1
FAMILY_1245,1,1,0,1
FAMILY_1246,1,1,0,1
FAMILY_1247,1,1,0,1
FAMILY_1248,2,2,0,1
FAMILY_1249,1,1,0,1
FAMILY_1250,1,1,0,1
FAMILY_1251,1,1,0,1
FAMILY_1252,2,2,0,2
FAMILY_1253,1,1,0,1
FAMILY_1254,1,1,0,1
FAMILY_1255,1,1,0,1
FAMILY_1256,1,1,0,1
FAMILY_1257,1,1,0,1
FAMILY_1258,1,1,0,1
FAMILY_1259,1,1,0,1
FAMILY_1260,1,1,0,1
FAMILY_1261,1,1,0,1
FAMILY_1262,1,1,0,1
FAMILY_1263,1,1,0,1
FAMILY_1264,2,2,0,2
FAMILY_1265,1,1,0,1
FAMILY_1266,1,1,0,1
FAMILY_1267,1,1,0,1
FAMILY_1268,1,1,0,1
FAMILY_1269,1,1,0,1
FAMILY_1270,1,1,0,1
FAMILY_1271,2,2,0,1
FAMILY_1272,1,1,0,1
FAMILY_1273,1,1,0,1
FAMILY_1274,1,1,0,1
FAMILY_1275,1,1,0,1
FAMILY_1276,7,7,0,1
FAMILY_1277,3,3,0,1
FAMILY_1278,1,1,0,1
FAMILY_1279,1,1,0,1
FAMILY_1280,1,1,0,1
FAMILY_1281,1,1,0,1
FAMILY_1282,1,1,0,1
FAMILY_1283,1,1,0,1
FAMILY_1284,1,1,0,1
FAMILY_1285,1,1,0,1
FAMILY_1286,2,2,0,1
FAMILY_1287,2,2,0,1
FAMILY_1288,1,1,0,1
FAMILY_1289,1,1,0,1
FAMILY_1290,1,1,0,1
FAMILY_1291,2,2,0,1
FAMILY_1292,2,2,0,1
FAMILY_1293,1,1,0,1
FAMILY_1294,2,2,0,1
FAMILY_1295,1,1,0,1
FAMILY_1296,1,1,0,1
FAMILY_1297,1,1,0,1
FAMILY_1298,1,1,0,1
FAMILY_1299,1,1,0,1
FAMILY_1300,2,2,0,3
FAMILY_1301,2,2,0,1
FAMILY_1302,1,1,0,1
FAMILY_1303,1,1,0,1
FAMILY_1304,1,1,0,1
FAMILY_1305,1,1,0,1
FAMILY_1306,1,1,0,1
FAMILY_1307,2,2,0,1
FAMILY_1308,1,1,0,1
FAMILY_1309,1,1,0,1
FAMILY_1310,2,2,0,1
FAMILY_1311,1,1,0,1
FAMILY_1312,1,1,0,1
FAMILY_1313,1,1,0,1
FAMILY_1314,1,1,0,1
FAMILY_1315,1,1,0,1
FAMILY_1316,2,2,0,1
FAMILY_1317,1,1,0,1
FAMILY_1318,1,1,0,1
FAMILY_1319,1,1,0,1
FAMILY_1320,1,1,0,1
FAMILY_1321,1,1,0,1
FAMILY_1322,1,1,0,1
FAMILY_1323,1,1,0,1
FAMILY_1324,1,1,0,1
FAMILY_1325,1,1,0,1
FAMILY_1326,1,1,0,1
FAMILY_1327,1,1,0,1
FAMILY_1328,1,1,0,1
FAMILY_1329,1,1,0,1
FAMILY_1330,2,2,0,1
FAMILY_1331,1,1,0,1
FAMILY_1332,1,1,0,1
FAMILY_1333,1,1,0,1
FAMILY_1334,2,2,0,1
FAMILY_1335,1,1,0,1
FAMILY_1336,1,1,0,1
FAMILY_1337,1,1,0,1
FAMILY_1338,1,1,0,1
FAMILY_1339,1,1,0,1
FAMILY_1340,1,1,0,1
FAMILY_1341,1,1,0,1
FAMILY_1342,1,1,0,1
FAMILY_1343,1,1,0,1
FAMILY_1344,1,1,0,1
FAMILY_1345,2,2,0,1
FAMILY_1346,1,1,0,1
FAMILY_1347,1,1,0,1
FAMILY_1348,1,1,0,1
FAMILY_1349,1,1,0,1
FAMILY_1350,1,1,0,1
FAMILY_1351,1,1,0,1
FAMILY_1352,1,1,0,1
FAMILY_1353,1,1,0,1
FAMILY_1354,1,1,0,1
FAMILY_1355,1,1,0,1
FAMILY_1356,1,1,0,1
FAMILY_1357,1,1,0,1
FAMILY_1358,2,2,0,1
FAMILY_1359,1,1,0,1
FAMILY_1360,1,1,0,1
FAMILY_1361,1,1,0,1
FAMILY_1362,1,1,0,1
FAMILY_1363,1,1,0,1
FAMILY_1364,1,1,0,1
FAMILY_1365,1,1,0,1
FAMILY_1366,1,1,0,1
FAMILY_1367,1,1,0,1
FAMILY_1368,1,1,0,1
FAMILY_1369,1,1,0,1
FAMILY_1370,1,1,0,1
FAMILY_1371,1,1,0,1
FAMILY_1372,1,1,0,1
FAMILY_1373,1,1,0,1
FAMILY_1374,1,1,0,1
FAMILY_1375,1,1,0,1
FAMILY_1376,1,1,0,1
FAMILY_1377,1,1,0,1
FAMILY_1378,2,2,0,1
FAMILY_1379,2,2,0,2
FAMILY_1380,3,3,0,1
FAMILY_1381,1,1,0,1
FAMILY_1382,1,1,0,3
FAMILY_1383,1,1,0,1
FAMILY_1384,1,1,0,1
FAMILY_1385,1,1,0,1
FAMILY_1386,1,1,0,1
FAMILY_1387,2,2,0,1
FAMILY_1388,2,2,0,1
FAMILY_1389,1,1,0,1
FAMILY_1390,1,1,0,1
FAMILY_1391,2,2,0,1
FAMILY_1392,1,1,0,1
FAMILY_1393,1,1,0,1
FAMILY_1394,1,1,0,1
FAMILY_1395,2,2,0,1
FAMILY_1396,1,1,0,1
FAMILY_1397,1,1,0,1
FAMILY_1398,1,1,0,1
FAMILY_1399,1,1,0,1
FAMILY_1400,1,1,0,1
FAMILY_1401,1,1,0,1
FAMILY_1402,1,1,0,1
FAMILY_1403,1,1,0,1
FAMILY_1404,2,2,0,1
FAMILY_1405,1,1,0,1
FAMILY_1406,1,1,0,1
FAMILY_1407,1,1,0,1
FAMILY_1408,1,1,0,1
FAMILY_1409,1,1,0,1
FAMILY_1410,1,1,0,1
FAMILY_1411,1,1,0,1
FAMILY_1412,1,1,0,1
FAMILY_1413,1,1,0,1
FAMILY_1414,1,1,0,1
FAMILY_1415,1,1,0,1
FAMILY_1416,1,1,0,1
FAMILY_1417,1,1,0,1
FAMILY_1418,1,1,0,1
FAMILY_1419,1,1,0,1
FAMILY_1420,1,1,0,1
FAMILY_1421,1,1,0,1
FAMILY_1422,1,1,0,1
FAMILY_1423,1,1,0,1
FAMILY_1424,1,1,0,1
FAMILY_1425,1,1,0,1
FAMILY_1426,1,1,0,1
FAMILY_1427,1,1,0,1
FAMILY_1428,1,1,0,1
FAMILY_1429,1,1,0,1
FAMILY_1430,1,1,0,1
FAMILY_1431,1,1,0,1
FAMILY_1432,1,1,0,1
FAMILY_1433,1,1,0,1
FAMILY_1434,1,1,0,1
FAMILY_1435,1,1,0,1
FAMILY_1436,1,1,0,1
FAMILY_1437,2,2,0,1
FAMILY_1438,1,1,0,1
FAMILY_1439,1,1,0,1
FAMILY_1440,1,1,0,1
FAMILY_1441,2,2,0,1
FAMILY_1442,4,4,0,1
FAMILY_1443,1,1,0,1
FAMILY_1444,1,1,0,1
FAMILY_1445,1,1,0,1
FAMILY_1446,1,1,0,1
FAMILY_1447,1,1,0,1
FAMILY_1448,2,2,0,1
FAMILY_1449,1,1,0,1
FAMILY_1450,1,1,0,1
FAMILY_1451,1,1,0,1
FAMILY_1452,1,1,0,1
FAMILY_1453,1,1,0,1
FAMILY_1454,1,1,0,1
FAMILY_1455,1,1,0,1
FAMILY_1456,1,1,0,1
FAMILY_1457,1,1,0,1
FAMILY_1458,2,2,0,1
FAMILY_1459,1,1,0,1
FAMILY_1460,1,1,0,1
FAMILY_1461,1,1,0,1
FAMILY_1462,1,1,0,1
FAMILY_1463,1,1,0,1
FAMILY_1464,1,1,0,1
FAMILY_1465,2,2,0,1
FAMILY_1466,1,1,0,1
FAMILY_1467,1,1,0,1
FAMILY_1468,2,2,0,1
FAMILY_1469,1,1,0,1
FAMILY_1470,1,1,0,1
FAMILY_1471,1,1,0,1
FAMILY_1472,1,1,0,1
FAMILY_1473,1,1,0,1
FAMILY_1474,1,1,0,1
FAMILY_1475,1,1,0,1
FAMILY_1476,1,1,0,1
FAMILY_1477,2,2,0,1
FAMILY_1478,1,1,0,1
FAMILY_1479,1,1,0,1
FAMILY_1480,1,1,0,1
FAMILY_1481,1,1,0,1
FAMILY_1482,3,3,0,1
FAMILY_1483,1,1,0,1
FAMILY_1484,1,1,0,1
FAMILY_1485,1,1,0,1
FAMILY_1486,1,1,0,1
FAMILY_1487,1,1,0,1
FAMILY_1488,1,1,0,1
FAMILY_1489,1,1,0,1
FAMILY_1490,1,1,0,1
FAMILY_1491,1,1,0,1
FAMILY_1492,1,1,0,1
FAMILY_1493,1,1,0,1
FAMILY_1494,1,1,0,1
FAMILY_1495,1,1,0,1
FAMILY_1496,1,1,0,1
FAMILY_1497,1,1,0,1
FAMILY_1498,1,1,0,1
FAMILY_1499,1,1,0,1
FAMILY_1500,1,1,0,1
FAMILY_1501,1,1,0,1
FAMILY_1502,1,1,0,1
FAMILY_1503,3,3,0,3
FAMILY_1504,1,1,0,1
FAMILY_1505,1,1,0,1
FAMILY_1506,1,1,0,1
FAMILY_1507,1,1,0,1
FAMILY_1508,1,1,0,1
FAMILY_1509,1,1,0,1
FAMILY_1510,3,3,0,1
FAMILY_1511,1,1,0,1
FAMILY_1512,1,1,0,1
FAMILY_1513,1,1,0,1
FAMILY_1514,1,1,0,1
FAMILY_1515,2,2,0,1
FAMILY_1516,1,1,0,1
FAMILY_1517,1,1,0,1
FAMILY_1518,1,1,0,1
FAMILY_1519,1,1,0,1
FAMILY_1520,1,1,0,1
FAMILY_1521,1,1,0,1
FAMILY_1522,1,1,0,1
FAMILY_1523,3,3,0,1
FAMILY_1524,1,1,0,1
FAMILY_1525,1,1,0,1
FAMILY_1526,1,1,0,1
FAMILY_1527,1,1,0,1
FAMILY_1528,1,1,0,1
FAMILY_1529,1,1,0,1
FAMILY_1530,1,1,0,1
FAMILY_1531,4,4,0,1
FAMILY_1532,2,2,0,1
FAMILY_1533,1,1,0,1
FAMILY_1534,1,1,0,1
FAMILY_1535,1,1,0,1
FAMILY_1536,1,1,0,1
FAMILY_1537,1,1,0,1
FAMILY_1538,2,2,0,1
FAMILY_1539,1,1,0,1
FAMILY_1540,1,1,0,1
FAMILY_1541,1,1,0,1
FAMILY_1542,1,1,0,1
FAMILY_1543,2,2,0,1
FAMILY_1544,1,1,0,1
FAMILY_1545,1,1,0,1
FAMILY_1546,1,1,0,1
FAMILY_1547,1,1,0,1
FAMILY_1548,1,1,0,1
FAMILY_1549,1,1,0,1
FAMILY_1550,1,1,0,1
FAMILY_1551,1,1,0,1
FAMILY_1552,1,1,0,1
FAMILY_1553,1,1,0,1
FAMILY_1554,1,1,0,1
FAMILY_1555,1,1,0,1
FAMILY_1556,1,1,0,1
FAMILY_1557,1,1,0,1
FAMILY_1558,1,1,0,1
FAMILY_1559,1,1,0,1
FAMILY_1560,1,1,0,1
FAMILY_1561,1,1,0,1
FAMILY_1562,2,2,0,1
FAMILY_1563,1,1,0,1
FAMILY_1564,1,1,0,1
FAMILY_1565,1,1,0,1
FAMILY_1566,1,1,0,1
FAMILY_1567,1,1,0,1
FAMILY_1568,2,2,0,1
FAMILY_1569,1,1,0,1
FAMILY_1570,2,2,0,1
FAMILY_1571,5,5,0,1
FAMILY_1572,1,1,0,1
FAMILY_1573,1,1,0,1
FAMILY_1574,1,1,0,1
FAMILY_1575,1,1,0,1
FAMILY_1576,1,1,0,1
FAMILY_1577,2,2,0,1
FAMILY_1578,1,1,0,1
FAMILY_1579,1,1,0,1
FAMILY_1580,1,1,0,1
FAMILY_1581,1,1,0,1
FAMILY_1582,3,3,0,1
FAMILY_1583,1,1,0,1
FAMILY_1584,1,1,0,1
FAMILY_1585,2,2,0,1
FAMILY_1586,1,1,0,1
FAMILY_1587,1,1,0,1
FAMILY_1588,1,1,0,1
FAMILY_1589,1,1,0,1
FAMILY_1590,1,1,0,2
FAMILY_1591,1,1,0,1
FAMILY_1592,1,1,0,1
FAMILY_1593,1,1,0,1
FAMILY_1594,1,1,0,1
FAMILY_1595,1,1,0,1
FAMILY_1596,2,2,0,1
FAMILY_1597,1,1,0,1
FAMILY_1598,1,1,0,1
FAMILY_1599,1,1,0,1
FAMILY_1600,1,1,0,1
FAMILY_1601,1,1,0,2
FAMILY_1602,1,1,0,1
FAMILY_1603,1,1,0,1
FAMILY_1604,1,1,0,1
FAMILY_1605,1,1,0,1
FAMILY_1606,1,1,0,1
FAMILY_1607,1,1,0,1
FAMILY_1608,1,1,0,1
FAMILY_1609,1,1,0,1
FAMILY_1610,1,1,0,1
FAMILY_1611,1,1,0,1
FAMILY_1612,1,1,0,1
FAMILY_1613,1,1,0,1
FAMILY_1614,1,1,0,1
FAMILY_1615,1,1,0,1
FAMILY_1616,1,1,0,1
FAMILY_1617,1,1,0,1
FAMILY_1618,2,2,0,1
FAMILY_1619,1,1,0,1
FAMILY_1620,2,2,0,1
FAMILY_1621,1,1,0,1
FAMILY_1622,1,1,0,1
FAMILY_1623,1,1,0,3
FAMILY_1624,1,1,0,1
FAMILY_1625,1,1,0,1
FAMILY_1626,1,1,0,1
FAMILY_1627,1,1,0,1
FAMILY_1628,2,2,0,1
FAMILY_1629,1,1,0,1
FAMILY_1630,1,1,0,1
FAMILY_1631,1,1,0,1
FAMILY_1632,1,1,0,1
FAMILY_1633,1,1,0,1
FAMILY_1634,1,1,0,1
FAMILY_1635,1,1,0,1
FAMILY_1636,4,4,0,1
FAMILY_1637,4,4,0,1
FAMILY_1638,1,1,0,1
FAMILY_1639,1,1,0,1
FAMILY_1640,2,2,0,1
FAMILY_1641,1,1,0,1
FAMILY_1642,1,1,0,1
